id,event_type,latitude,longitude,event_cause,requires_road_closure,start_datetime,status,corridor,priority,created_date,police_station
FKID001024,unplanned,12.9610217,77.5591415,pot_holes,FALSE,2024-03-12 22:18:19.487+00,active,Mysore Road,High,2024-03-12 22:19:05.902127+00,Chamarajpet
FKID001025,planned,12.9694344,77.7006256,construction,FALSE,2024-03-12 21:21:15.238+00,closed,ORR East 2,High,2024-03-12 21:22:15.669265+00,HAL Old Airport
FKID001026,unplanned,12.9314067,77.686955,pot_holes,FALSE,2024-03-12 22:37:56.387+00,active,ORR East 1,High,2024-03-12 22:39:36.120996+00,HAL Old Airport
FKID001027,unplanned,12.9610586,77.5591183,pot_holes,FALSE,2024-03-12 22:16:39.334+00,closed,Mysore Road,High,2024-03-12 22:17:57.266011+00,Chamarajpet
FKID001028,unplanned,12.9314067,77.686955,pot_holes,FALSE,2024-03-12 22:39:45.355+00,active,ORR East 1,High,2024-03-12 22:40:15.93721+00,HAL Old Airport
FKID001029,unplanned,13.0144246,77.5836645,others,FALSE,2023-12-05 04:54:28.082+00,closed,Bellary Road 1,High,2023-12-05 04:57:56.99596+00,Sadashivanagar
FKID001030,unplanned,12.9382222,77.7467327,vehicle_breakdown,FALSE,2024-02-12 22:30:42.199+00,closed,Non-corridor,Low,2024-02-12 22:32:16.089004+00,Whitefield
FKID001031,unplanned,13.0146307,77.571627,vehicle_breakdown,FALSE,2024-02-13 01:20:06.338+00,closed,Non-corridor,Low,2024-02-13 01:22:12.848894+00,Sadashivanagar
FKID001032,unplanned,12.9753976,77.6938876,water_logging,FALSE,2024-03-12 22:49:24.746+00,active,ORR East 2,High,2024-03-12 22:49:54.857512+00,HAL Old Airport
FKID001033,unplanned,12.9753714,77.6939109,water_logging,FALSE,2024-03-12 22:50:35.668+00,active,ORR East 2,High,2024-03-12 22:51:12.779021+00,HAL Old Airport
FKID001034,unplanned,12.91212756,77.62604412,vehicle_breakdown,FALSE,2024-03-12 21:08:42.002+00,closed,Hosur Road,High,2024-03-12 21:10:01.66488+00,HSR Layout
FKID001035,unplanned,13.0005948,77.6200809,vehicle_breakdown,FALSE,2024-03-12 23:51:38.431+00,closed,Non-corridor,Low,2024-03-12 23:53:23.166508+00,Pulikeshinagar(F.Town)
FKID001036,unplanned,13.047157,77.5690683,vehicle_breakdown,FALSE,2024-03-12 20:49:24.262+00,closed,ORR North 2,High,2024-03-12 20:51:07.458368+00,Kodigehalli
FKID001037,unplanned,13.0188765,77.584007,tree_fall,TRUE,2024-03-13 00:54:01.187+00,active,Bellary Road 1,High,2024-03-13 00:55:56.022024+00,R.T. Nagar
FKID001038,unplanned,12.9877748,77.7339867,vehicle_breakdown,FALSE,2024-02-12 23:40:03.797+00,closed,Non-corridor,Low,2024-02-12 23:41:01.887264+00,Mahadevapura
FKID001039,unplanned,12.9824076,77.5950258,vehicle_breakdown,FALSE,2024-02-12 23:42:33.173+00,closed,CBD 2,High,2024-02-12 23:45:50.831629+00,Cubbon Park
FKID001040,unplanned,12.9433456,77.6976304,vehicle_breakdown,FALSE,2024-02-13 00:09:16.66+00,closed,ORR East 1,High,2024-02-13 00:11:47.15198+00,HAL Old Airport
FKID001041,unplanned,12.942454,77.622838,vehicle_breakdown,FALSE,2024-02-13 01:40:15.438+00,closed,Non-corridor,Low,2024-02-13 01:42:18.435391+00,Adugodi
FKID001042,unplanned,13.0565039,77.5943245,vehicle_breakdown,FALSE,2024-02-13 01:50:43.487+00,closed,Bellary Road 1,High,2024-02-13 01:51:26.533419+00,Hebbala
FKID001043,unplanned,12.9170307,77.5858757,vehicle_breakdown,FALSE,2024-02-13 02:58:35.009+00,closed,Non-corridor,Low,2024-02-13 03:00:14.44595+00,Jayanagara
FKID001044,unplanned,12.9502206,77.5372872,vehicle_breakdown,FALSE,2024-02-13 00:21:20.925+00,closed,West of Chord Road,High,2024-02-13 00:23:35.818238+00,Byatarayanapura
FKID001045,unplanned,13.0652888,77.5949258,tree_fall,TRUE,2024-03-13 00:56:30.315+00,active,Bellary Road 2,High,2024-03-13 00:57:53.57944+00,Hebbala
FKID001046,unplanned,12.9762648,77.5986619,vehicle_breakdown,FALSE,2024-02-13 03:27:39.458+00,closed,CBD 2,High,2024-02-13 03:28:24.353109+00,Cubbon Park
FKID001047,unplanned,12.9213343,77.6202852,procession,FALSE,2024-02-13 01:11:55.755+00,closed,Hosur Road,High,2024-02-13 01:18:38.105576+00,Madiwala
FKID001048,unplanned,12.9832297,77.5304318,vehicle_breakdown,FALSE,2024-03-13 01:03:55.339+00,closed,Magadi Road,High,2024-03-13 01:05:37.994322+00,Kamakshipalya
FKID001049,unplanned,13.0192181,77.5844982,tree_fall,FALSE,2024-02-13 04:20:20.608+00,active,Bellary Road 1,High,2024-02-13 04:21:40.487968+00,R.T. Nagar
FKID001050,unplanned,13.0407726,77.5172982,vehicle_breakdown,FALSE,2024-02-13 02:11:15.498+00,closed,Tumkur Road,High,2024-02-13 02:15:06.524655+00,Peenya
FKID001051,unplanned,12.8905851,77.598181,vehicle_breakdown,FALSE,2024-02-13 04:45:57.925+00,closed,Bannerghata Road,High,2024-02-13 04:49:40.892461+00,Mico Layout
FKID001052,planned,12.9693674,77.7006428,construction,FALSE,2024-02-13 04:56:27.392+00,closed,ORR East 2,High,2024-02-13 04:57:37.069012+00,HAL Old Airport
FKID001053,unplanned,12.9807943,77.6027084,pot_holes,FALSE,2024-02-13 04:28:01.225+00,closed,CBD 1,High,2024-02-13 04:29:27.061128+00,Shivajinagar
FKID001054,unplanned,12.9363555,77.7054446,others,FALSE,2024-02-13 05:03:37.758+00,closed,Non-corridor,Low,2024-02-13 05:06:27.670917+00,HAL Old Airport
FKID001055,unplanned,12.945254,77.7471444,vehicle_breakdown,FALSE,2024-03-12 22:39:34.919+00,closed,Non-corridor,Low,2024-03-12 22:41:29.709587+00,Whitefield
FKID001056,unplanned,12.9874677,77.7368137,vehicle_breakdown,FALSE,2024-03-12 23:44:07.131+00,closed,Non-corridor,Low,2024-03-12 23:45:45.544672+00,Whitefield
FKID001057,unplanned,13.0418851,77.5937286,vehicle_breakdown,FALSE,2024-03-13 02:12:05.452+00,closed,ORR North 1,High,2024-03-13 02:15:12.918265+00,Hebbala
FKID001058,unplanned,12.9609276,77.6385425,pot_holes,FALSE,2024-03-13 02:21:15.366+00,closed,Old Airport Road,High,2024-03-13 02:22:15.366555+00,Halasur
FKID001059,planned,12.9593323,77.6555092,construction,FALSE,2024-03-13 02:44:46+00,active,Old Airport Road,High,2024-03-13 02:48:16.1491+00,Jeevanbheemanagar
FKID001060,unplanned,13.0199453,77.5526338,vehicle_breakdown,FALSE,2024-02-13 04:38:28.292+00,closed,Tumkur Road,High,2024-02-13 04:39:23.493614+00,Yeshwanthpura
FKID001061,unplanned,13.0539229,77.5309493,vehicle_breakdown,FALSE,2024-02-13 05:31:05.294+00,closed,Non-corridor,Low,2024-02-13 05:35:46.841313+00,Jalahalli
FKID001062,unplanned,12.9761446,77.5316524,pot_holes,FALSE,2024-02-13 05:56:53.905+00,active,Non-corridor,Low,2024-02-13 05:57:37.366617+00,Vijayanagara
FKID001063,unplanned,13.1841605,77.5665142,vehicle_breakdown,FALSE,2024-02-13 06:02:31.092+00,resolved,Non-corridor,Low,2024-02-13 06:03:59.241285+00,Yelahanka
FKID001064,planned,13.00995617,77.58398473,public_event,FALSE,2024-02-14 22:05:46+00,closed,Bellary Road 1,High,2024-02-13 05:14:59.694701+00,Sadashivanagar
FKID001065,unplanned,12.989485,77.6531267,vehicle_breakdown,FALSE,2024-02-13 02:52:42.271+00,closed,Old Madras Road,High,2024-02-13 02:54:36.753267+00,Banaswadi
FKID001066,unplanned,12.966567,77.5879531,vehicle_breakdown,FALSE,2024-02-13 02:58:37.153+00,closed,Mysore Road,High,2024-02-13 02:59:04.554072+00,Halasuru Gate
FKID001067,unplanned,12.9358133,77.5141914,vehicle_breakdown,FALSE,2024-02-13 03:52:01.085+00,closed,Mysore Road,High,2024-02-13 03:54:24.56024+00,Byatarayanapura
FKID001068,unplanned,12.9220685,77.6452956,vehicle_breakdown,FALSE,2024-03-13 03:23:38.959+00,closed,ORR East 1,High,2024-03-13 03:27:23.677791+00,HSR Layout
FKID001069,unplanned,12.9865387,77.6480642,vehicle_breakdown,FALSE,2024-03-13 01:27:01.718+00,closed,Old Madras Road,High,2024-03-13 01:29:15.27691+00,Jeevanbheemanagar
FKID001070,unplanned,13.0380851,77.6260747,others,FALSE,2024-02-13 05:55:00.578+00,active,Hennur Main Road,High,2024-02-13 05:57:37.520374+00,Hennuru
FKID001071,unplanned,12.9871483,77.6489576,vehicle_breakdown,FALSE,2024-03-13 01:21:48.463+00,closed,Old Madras Road,High,2024-03-13 01:24:56.944891+00,Banaswadi
FKID001072,unplanned,12.9896694,77.6533902,vehicle_breakdown,FALSE,2024-02-13 02:49:48.91+00,closed,Old Madras Road,High,2024-02-13 02:52:00.704554+00,Banaswadi
FKID001073,unplanned,12.92213,77.6687167,vehicle_breakdown,FALSE,2024-02-13 04:07:20.642+00,closed,ORR East 1,High,2024-02-13 04:08:49.08564+00,Bellandur
FKID001074,unplanned,12.9758543,77.5880734,others,TRUE,2024-03-13 04:03:35.196+00,active,Non-corridor,Low,2024-03-13 04:06:34.135597+00,Cubbon Park
FKID001075,unplanned,12.9358519,77.5140606,vehicle_breakdown,FALSE,2024-02-13 03:36:36.737+00,closed,Mysore Road,High,2024-02-13 03:39:33.492423+00,Byatarayanapura
FKID001076,unplanned,13.0413026,77.5169471,vehicle_breakdown,FALSE,2024-02-13 03:36:07.884+00,closed,Tumkur Road,High,2024-02-13 03:38:27.145756+00,Chikkabanavara
FKID001077,unplanned,13.0325034,77.5876439,vehicle_breakdown,FALSE,2024-02-13 04:00:52.349+00,closed,Bellary Road 1,High,2024-02-13 04:01:49.514753+00,Kodigehalli
FKID001078,unplanned,12.9758374,77.5880549,Debris,TRUE,2024-03-13 04:06:50.011+00,active,Non-corridor,Low,2024-03-13 04:11:00.093474+00,Cubbon Park
FKID001079,unplanned,12.9888459,77.5084844,vehicle_breakdown,FALSE,2024-03-13 04:12:00.522+00,closed,Magadi Road,High,2024-03-13 04:13:52.36648+00,Kamakshipalya
FKID001080,unplanned,13.0436361,77.6023637,vehicle_breakdown,FALSE,2024-03-13 04:35:04.351+00,closed,ORR North 1,High,2024-03-13 04:35:28.430366+00,Hebbala
FKID001081,unplanned,12.923815,77.6534717,vehicle_breakdown,FALSE,2024-03-13 04:23:25.8+00,closed,ORR East 1,High,2024-03-13 04:25:16.518901+00,Bellandur
FKID001082,unplanned,13.0414817,77.6247967,vehicle_breakdown,FALSE,2024-03-13 01:48:39.012+00,closed,Hennur Main Road,High,2024-03-13 01:50:15.359104+00,Hennuru
FKID001083,unplanned,12.9529107,77.5414651,vehicle_breakdown,FALSE,2024-02-13 06:38:59.81+00,closed,Mysore Road,High,2024-02-13 06:40:38.386271+00,Byatarayanapura
FKID001084,unplanned,12.9900024,77.5886416,others,FALSE,2024-02-13 07:11:10.292+00,closed,Bellary Road 1,High,2024-02-13 07:14:24.982034+00,High ground
FKID001085,unplanned,13.084527,77.5502631,vehicle_breakdown,TRUE,2024-02-13 06:53:20.224+00,resolved,Non-corridor,Low,2024-02-13 06:54:05.235725+00,Sheshadripuram
FKID001086,unplanned,12.9523244,77.5412771,vehicle_breakdown,FALSE,2024-02-13 07:09:12.255+00,closed,Mysore Road,High,2024-02-13 07:11:17.507425+00,Byatarayanapura
FKID001087,unplanned,13.0281789,77.7242348,accident,FALSE,2024-02-13 06:50:08.656+00,closed,Non-corridor,Low,2024-02-13 06:52:13.588487+00,K.R. Pura
FKID001088,unplanned,12.9900342,77.5886347,others,FALSE,2024-02-13 07:15:14.499+00,closed,Bellary Road 1,High,2024-02-13 07:18:17.93538+00,High ground
FKID001089,unplanned,13.0414031,77.6222596,congestion,FALSE,2024-02-13 07:29:11.62+00,closed,Hennur Main Road,High,2024-02-13 07:31:18.550006+00,Hennuru
FKID001090,unplanned,13.0444526,77.5830193,congestion,FALSE,2024-03-13 05:42:36.844+00,closed,ORR North 2,High,2024-03-13 05:43:08.688355+00,Kodigehalli
FKID001091,unplanned,12.9171408,77.5871072,vehicle_breakdown,FALSE,2024-03-13 04:35:16.579+00,closed,Non-corridor,Low,2024-03-13 04:36:18.496549+00,Jayanagara
FKID001092,unplanned,13.0752051,77.4368448,vehicle_breakdown,FALSE,2024-03-13 03:20:37.561+00,closed,Non-corridor,Low,2024-03-13 03:22:30.01076+00,No Police Station
FKID001093,unplanned,13.018395,77.5840399,tree_fall,FALSE,2024-03-13 05:22:12.16+00,active,Bellary Road 1,High,2024-03-13 05:22:35.747302+00,R.T. Nagar
FKID001094,unplanned,12.8910333,77.5964105,pot_holes,FALSE,2024-03-13 05:24:50.517+00,active,Bannerghata Road,High,2024-03-13 05:26:22.438059+00,J.P. Nagar
FKID001095,unplanned,13.0184029,77.5840124,tree_fall,FALSE,2024-03-13 05:22:56.176+00,closed,Bellary Road 1,High,2024-03-13 05:23:44.474991+00,Sadashivanagar
FKID001096,unplanned,13.0435974,77.5841884,congestion,FALSE,2024-02-13 05:06:01.406+00,closed,ORR North 2,High,2024-02-13 05:06:46.754895+00,Kodigehalli
FKID001097,unplanned,13.0367756,77.6273006,accident,FALSE,2024-02-13 05:40:44.038+00,closed,ORR North 1,High,2024-02-13 05:41:07.559841+00,K.G. Halli
FKID001098,unplanned,12.9630288,77.5956645,vehicle_breakdown,FALSE,2024-02-13 08:32:06.69+00,closed,Mysore Road,High,2024-02-13 08:32:57.489473+00,Halasuru Gate
FKID001099,unplanned,13.0301289,77.6308545,vehicle_breakdown,FALSE,2024-03-13 06:04:48.427+00,closed,Airport New South Road,High,2024-03-13 06:06:12.911542+00,K.G. Halli
FKID001100,unplanned,12.9563017,77.7086109,vehicle_breakdown,FALSE,2024-02-13 06:49:07.884+00,closed,Varthur Road,High,2024-02-13 06:51:24.982277+00,HAL Old Airport
FKID001101,unplanned,13.1572853,77.6236222,vehicle_breakdown,FALSE,2024-02-13 09:43:59.061+00,closed,Bellary Road 2,High,2024-02-13 09:45:36.939783+00,Chikkajala
FKID001102,unplanned,13.0058036,77.6859915,vehicle_breakdown,FALSE,2024-02-13 06:21:14.351+00,closed,Non-corridor,Low,2024-02-13 06:23:49.165012+00,K.R. Pura
FKID001103,unplanned,12.9362539,77.5179081,vehicle_breakdown,FALSE,2024-02-13 06:56:53.242+00,closed,Mysore Road,High,2024-02-13 06:58:03.039626+00,Byatarayanapura
FKID001104,planned,12.8965845,77.6261058,procession,FALSE,2024-02-13 09:10:51.588+00,closed,Non-corridor,Low,2024-02-13 09:11:47.03276+00,Madiwala
FKID001105,unplanned,12.9839208,77.639809,vehicle_breakdown,FALSE,2024-03-13 03:43:58.571+00,closed,Old Madras Road,High,2024-03-13 03:45:25.616194+00,Jeevanbheemanagar
FKID001106,unplanned,12.9573525,77.5522228,water_logging,FALSE,2024-03-13 06:14:19.137+00,closed,Mysore Road,High,2024-03-13 06:13:37.905084+00,Chamarajpet
FKID001107,unplanned,12.9960033,77.5847614,water_logging,FALSE,2024-03-13 06:17:39.199+00,closed,Bellary Road 1,High,2024-03-13 06:19:16.949831+00,High ground
FKID001108,unplanned,13.0695256,77.5923839,vehicle_breakdown,FALSE,2024-03-13 03:59:18.925+00,closed,Bellary Road 2,High,2024-03-13 04:00:02.846555+00,Kodigehalli
FKID001109,unplanned,12.9201367,77.6653608,vehicle_breakdown,FALSE,2024-02-13 18:23:41.997+00,closed,ORR East 1,High,2024-02-13 18:25:48.940132+00,Bellandur
FKID001110,unplanned,12.9610117,77.5879778,pot_holes,FALSE,2024-03-13 06:50:32.993+00,active,Non-corridor,Low,2024-03-13 06:51:48.210334+00,Halasuru Gate
FKID001111,unplanned,13.0400366,77.5180661,others,TRUE,2024-02-13 11:07:16.906+00,closed,Tumkur Road,High,2024-02-13 11:10:06.29997+00,Peenya
FKID001112,unplanned,12.9362033,77.7055367,construction,FALSE,2024-02-13 19:15:48.113+00,closed,Non-corridor,Low,2024-02-13 19:19:17.758061+00,HAL Old Airport
FKID001113,unplanned,12.9840515,77.6407696,pot_holes,FALSE,2024-02-13 19:23:18.049+00,active,Old Madras Road,High,2024-02-13 19:24:04.448168+00,Jeevanbheemanagar
FKID001114,unplanned,12.9531384,77.5383858,vehicle_breakdown,FALSE,2024-02-13 18:55:15.259+00,closed,West of Chord Road,High,2024-02-13 18:59:16.375154+00,Byatarayanapura
FKID001115,unplanned,13.1021402,77.5863437,others,TRUE,2024-02-13 19:28:48.438+00,closed,Non-corridor,Low,2024-02-13 19:30:57.643331+00,Yelahanka
FKID001116,unplanned,12.9770336,77.5839872,others,FALSE,2024-02-13 18:54:01.33+00,closed,Non-corridor,Low,2024-02-13 18:59:19.197557+00,Halasuru Gate
FKID001117,unplanned,12.9233102,77.5837951,others,FALSE,2024-03-13 07:18:52.95+00,active,Non-corridor,Low,2024-03-13 07:20:39.978353+00,Jayanagara
FKID001118,unplanned,13.0083837,77.6949034,others,FALSE,2024-03-13 07:19:00.41+00,closed,Non-corridor,Low,2024-03-13 07:23:37.832607+00,K.R. Pura
FKID001119,unplanned,13.0198509,77.7095301,vehicle_breakdown,TRUE,2024-02-13 19:22:43.709+00,closed,Non-corridor,Low,2024-02-13 19:25:40.043059+00,K.R. Pura
FKID001120,unplanned,12.9390527,77.6951755,others,TRUE,2024-02-13 19:14:48.517+00,active,ORR East 1,High,2024-02-13 19:18:37.684346+00,HAL Old Airport
FKID001121,unplanned,13.0082795,77.6935045,vehicle_breakdown,FALSE,2024-02-13 18:24:07.482+00,closed,Non-corridor,Low,2024-02-13 18:24:53.316968+00,K.R. Pura
FKID001122,unplanned,13.1764266,77.6358722,vehicle_breakdown,FALSE,2024-02-13 20:01:34.822+00,closed,Bellary Road 2,High,2024-02-13 20:02:18.41163+00,Chikkajala
FKID001123,unplanned,12.9904439,77.58866,others,FALSE,2024-02-13 19:29:47.677+00,closed,Bellary Road 1,High,2024-02-13 19:32:09.074337+00,High ground
FKID001124,unplanned,12.9342667,77.6897417,vehicle_breakdown,FALSE,2024-02-13 18:33:11.73+00,closed,ORR East 1,High,2024-02-13 18:35:48.420007+00,HAL Old Airport
FKID001125,unplanned,12.9934216,77.6055177,water_logging,FALSE,2023-12-22 06:10:12.925+00,closed,Non-corridor,Low,2023-12-22 06:11:29.929492+00,Pulikeshinagar(F.Town)
FKID001126,unplanned,12.9842912,77.6415911,vehicle_breakdown,TRUE,2024-03-13 05:20:55.448+00,closed,Old Madras Road,High,2024-03-13 05:22:18.853991+00,Jeevanbheemanagar
FKID001127,unplanned,13.0411978,77.617024,congestion,FALSE,2024-03-13 04:37:31.784+00,closed,ORR North 1,High,2024-03-13 04:46:25.291551+00,Hennuru
FKID001128,planned,12.9692752,77.7007183,construction,FALSE,2024-02-13 20:33:49.596+00,closed,ORR East 2,High,2024-02-13 20:36:54.109385+00,HAL Old Airport
FKID001129,unplanned,12.9928517,77.583582,vehicle_breakdown,FALSE,2024-03-13 06:12:53.498+00,closed,Bellary Road 1,High,2024-03-13 06:13:24.619111+00,High ground
FKID001130,unplanned,12.9478027,77.5343524,vehicle_breakdown,FALSE,2024-03-13 07:45:15.318+00,closed,Mysore Road,High,2024-03-13 07:46:23.03891+00,Byatarayanapura
FKID001131,unplanned,13.0539184,77.6464505,water_logging,FALSE,2023-11-28 04:24:12.867+00,closed,Non-corridor,Low,2023-11-28 04:26:39.461367+00,Hennuru
FKID001132,unplanned,13.0195099,77.7089706,vehicle_breakdown,FALSE,2024-03-13 07:39:29.304+00,closed,Non-corridor,Low,2024-03-13 07:43:12.402794+00,K.R. Pura
FKID001133,unplanned,12.9934019,77.6056132,pot_holes,FALSE,2023-12-14 11:06:34.111+00,closed,Non-corridor,Low,2023-12-14 11:07:50.716395+00,Pulikeshinagar(F.Town)
FKID001134,unplanned,13.0483877,77.4984798,vehicle_breakdown,FALSE,2024-02-13 20:53:17.376+00,closed,Non-corridor,Low,2024-02-13 20:55:21.604438+00,Chikkabanavara
FKID001135,planned,12.9641735,77.5698015,construction,TRUE,2024-02-13 21:41:05.612+00,closed,Mysore Road,High,2024-02-13 21:45:23.922502+00,Chamarajpet
FKID001136,unplanned,13.021234,77.5278163,vehicle_breakdown,FALSE,2024-03-13 06:15:00.378+00,closed,Non-corridor,Low,2024-03-13 06:16:20.341179+00,Yeshwanthpura
FKID001137,unplanned,12.8212964,77.6866427,vehicle_breakdown,FALSE,2024-02-13 20:45:53.74+00,closed,Non-corridor,Low,2024-02-13 20:47:33.650117+00,Electronic City
FKID001138,unplanned,13.0729325,77.5929248,vehicle_breakdown,FALSE,2024-02-13 19:18:22.434+00,closed,Bellary Road 2,High,2024-02-13 19:20:04.687474+00,Yelahanka
FKID001139,unplanned,12.975208,77.6067009,water_logging,FALSE,2024-02-13 21:17:32.729+00,closed,Old Madras Road,High,2024-02-13 21:18:53.192135+00,Cubbon Park
FKID001140,unplanned,13.0996569,77.5888485,vehicle_breakdown,FALSE,2024-02-13 21:29:40.204+00,closed,Non-corridor,Low,2024-02-13 21:31:30.122002+00,Yelahanka
FKID001141,unplanned,13.0414252,77.6225987,congestion,FALSE,2024-02-13 21:02:02.347+00,closed,Hennur Main Road,High,2024-02-13 21:03:17.420112+00,Hennuru
FKID001142,unplanned,13.0211653,77.528019,vehicle_breakdown,FALSE,2024-03-13 06:06:41.554+00,closed,Non-corridor,Low,2024-03-13 06:09:04.399669+00,Yeshwanthpura
FKID001143,unplanned,12.9630808,77.5850315,vehicle_breakdown,TRUE,2024-02-13 22:29:51.516+00,closed,Mysore Road,High,2024-02-13 22:30:48.662936+00,Halasuru Gate
FKID001144,unplanned,13.041632,77.5472239,vehicle_breakdown,FALSE,2024-02-13 20:12:10.887+00,closed,ORR North 2,High,2024-02-13 20:13:49.725288+00,Jalahalli
FKID001145,unplanned,12.9240053,77.6726147,vehicle_breakdown,FALSE,2024-03-13 08:56:29.47+00,closed,ORR East 1,High,2024-03-13 08:57:31.896599+00,Bellandur
FKID001146,unplanned,12.9383153,77.5561312,pot_holes,FALSE,2024-03-13 09:10:39.647+00,active,Non-corridor,Low,2024-03-13 09:14:54.360356+00,Basavanagudi
FKID001147,unplanned,12.9026862,77.6274406,vehicle_breakdown,TRUE,2024-03-13 06:53:30.976+00,closed,Non-corridor,Low,2024-03-13 06:55:31.269321+00,Madiwala
FKID001148,unplanned,12.97929,77.570825,vehicle_breakdown,FALSE,2024-02-13 22:57:21.855+00,closed,Non-corridor,Low,2024-02-13 22:58:35.83096+00,Chamarajpet
FKID001149,unplanned,13.0420868,77.5150301,vehicle_breakdown,FALSE,2024-02-13 23:04:20.297+00,closed,Tumkur Road,High,2024-02-13 23:08:51.765323+00,Peenya
FKID001150,unplanned,12.9999665,77.6109313,vehicle_breakdown,FALSE,2024-03-13 07:30:31.678+00,closed,Non-corridor,Low,2024-03-13 07:31:48.248644+00,Pulikeshinagar(F.Town)
FKID001151,unplanned,12.9516408,77.6996385,vehicle_breakdown,FALSE,2024-03-13 13:15:45.583+00,closed,ORR East 1,High,2024-03-13 13:16:59.079357+00,HAL Old Airport
FKID001152,unplanned,13.0709533,77.5927297,vehicle_breakdown,FALSE,2024-02-14 00:27:47.176+00,closed,Bellary Road 2,High,2024-02-14 00:28:48.166172+00,Kodigehalli
FKID001153,unplanned,12.9665042,77.6075367,vehicle_breakdown,FALSE,2024-02-13 23:37:37.741+00,closed,Mysore Road,High,2024-02-13 23:41:44.963107+00,Ashok Nagar
FKID001154,unplanned,12.906819,77.6288036,vehicle_breakdown,FALSE,2024-02-14 02:53:28.14+00,closed,Hosur Road,High,2024-02-14 02:55:37.542393+00,Madiwala
FKID001155,unplanned,12.9900274,77.5051489,vehicle_breakdown,FALSE,2024-02-14 03:37:01.537+00,closed,Magadi Road,High,2024-02-14 03:38:09.585763+00,Kamakshipalya
FKID001156,unplanned,13.035842,77.5888336,vehicle_breakdown,FALSE,2024-02-14 04:05:29.462+00,closed,Bellary Road 1,High,2024-02-14 04:06:16.387015+00,Kodigehalli
FKID001157,unplanned,13.0200667,77.7093307,vehicle_breakdown,TRUE,2024-02-13 23:42:20.742+00,closed,Non-corridor,Low,2024-02-13 23:43:57.631249+00,K.R. Pura
FKID001158,unplanned,12.9672379,77.5882814,vehicle_breakdown,FALSE,2024-02-13 23:49:17.1+00,closed,Mysore Road,High,2024-02-13 23:50:37.8608+00,Halasuru Gate
FKID001159,unplanned,12.9571556,77.5510504,vehicle_breakdown,FALSE,2024-03-13 19:05:22.925+00,closed,Mysore Road,High,2024-03-13 19:06:18.746264+00,Byatarayanapura
FKID001160,planned,12.936245,77.705295,construction,FALSE,2024-02-14 02:32:01.925+00,closed,Non-corridor,Low,2024-02-14 02:33:11.92181+00,HAL Old Airport
FKID001161,unplanned,13.0384677,77.6254867,construction,FALSE,2024-02-14 04:21:29.009+00,closed,Hennur Main Road,High,2024-02-14 04:23:44.739548+00,K.G. Halli
FKID001162,unplanned,13.0716765,77.5931489,others,FALSE,2024-03-13 19:10:26.721+00,closed,Bellary Road 2,High,2024-03-13 19:12:48.046258+00,Hebbala
FKID001163,unplanned,12.9496407,77.6997408,water_logging,FALSE,2024-02-14 05:01:56.103+00,active,ORR East 1,High,2024-02-14 05:03:22.012679+00,HAL Old Airport
FKID001164,unplanned,13.0685935,77.651587,construction,FALSE,2024-02-14 05:19:34.638+00,active,Non-corridor,Low,2024-02-14 05:21:09.322621+00,Hennuru
FKID001165,unplanned,12.9399901,77.6955035,vehicle_breakdown,FALSE,2024-02-14 04:45:46.195+00,closed,ORR East 1,High,2024-02-14 04:47:42.799045+00,HAL Old Airport
FKID001166,unplanned,13.0413361,77.6223951,congestion,FALSE,2024-02-14 04:29:14.502+00,closed,Hennur Main Road,High,2024-02-14 04:30:06.670032+00,Hennuru
FKID001167,planned,12.9671627,77.61127353,procession,TRUE,2024-02-13 06:35:46+00,closed,Non-corridor,Low,2024-02-13 05:25:15.110764+00,Ashok Nagar
FKID001168,unplanned,12.9807501,77.5860247,vehicle_breakdown,FALSE,2024-03-13 19:35:02.745+00,closed,Non-corridor,Low,2024-03-13 19:36:19.423657+00,High ground
FKID001169,unplanned,13.0236136,77.599707,vehicle_breakdown,FALSE,2024-02-14 05:48:37.455+00,closed,Non-corridor,Low,2024-02-14 05:50:55.790096+00,R.T. Nagar
FKID001170,unplanned,12.9750333,77.5855417,vehicle_breakdown,FALSE,2024-03-13 19:36:18.482+00,closed,Non-corridor,Low,2024-03-13 19:37:46.094716+00,Halasuru Gate
FKID001171,unplanned,13.046263,77.5735151,pot_holes,FALSE,2024-02-14 06:14:58.144+00,closed,ORR North 2,High,2024-02-14 06:16:38.613958+00,Kodigehalli
FKID001172,unplanned,13.02652,77.7205359,others,FALSE,2024-02-14 06:03:36.452+00,closed,Non-corridor,Low,2024-02-14 06:04:18.663524+00,K.R. Pura
FKID001173,unplanned,13.0197621,77.7088026,vehicle_breakdown,FALSE,2024-02-14 05:53:00.875+00,closed,Non-corridor,Low,2024-02-14 05:55:48.564918+00,K.R. Pura
FKID001174,unplanned,13.1758867,77.6357701,vehicle_breakdown,FALSE,2024-02-14 06:51:10.16+00,closed,Bellary Road 2,High,2024-02-14 06:52:10.792989+00,Chikkajala
FKID001175,unplanned,12.8902017,77.6427567,road_conditions,FALSE,2024-02-14 07:51:20.675+00,active,Hosur Road,High,2024-02-14 07:52:04.49956+00,HSR Layout
FKID001176,unplanned,12.8901717,77.642695,road_conditions,FALSE,2024-02-14 07:52:35.875+00,active,Hosur Road,High,2024-02-14 07:53:33.676436+00,HSR Layout
