id,event_type,latitude,longitude,event_cause,requires_road_closure,start_datetime,status,corridor,priority,created_date,police_station,report_creation_delay_min,actual_duration_min,hour,day_of_week,month,is_weekend,event_type_encoded,priority_encoded,requires_road_closure_encoded
FKID001905,unplanned,12.9760811,77.5881658,vehicle_breakdown,False,2024-02-24 03:35:52.241000+00:00,closed,Non-corridor,Low,2024-02-24 03:36:26.872508+00:00,Cubbon Park,0.5771917999999999,,3,5,2,1,0,1,0
FKID001906,unplanned,12.9123815,77.5672185,water_logging,False,2024-02-24 03:42:01.129000+00:00,closed,ORR West 1,High,2024-02-24 03:46:12.776154+00:00,K.S. Layout,4.194119233333334,,3,5,2,1,0,3,0
FKID001907,unplanned,12.9128853,77.6003295,vehicle_breakdown,False,2024-02-23 23:24:33.626000+00:00,closed,Bannerghata Road,High,2024-02-23 23:25:56.945604+00:00,Mico Layout,1.3886600666666666,,23,4,2,0,0,3,0
FKID001908,unplanned,12.9084083,77.6282267,vehicle_breakdown,False,2024-02-24 04:32:01.237000+00:00,closed,Hosur Road,High,2024-02-24 04:42:15.167583+00:00,HSR Layout,10.232176383333332,,4,5,2,1,0,3,0
FKID001909,unplanned,13.0409777,77.5453239,vehicle_breakdown,False,2024-02-24 05:51:08.841000+00:00,closed,ORR North 2,High,2024-02-24 05:52:22.026479+00:00,Jalahalli,1.2197579833333334,,5,5,2,1,0,3,0
FKID001910,unplanned,12.9754646,77.6130964,vehicle_breakdown,False,2024-02-24 04:41:33.562000+00:00,closed,Old Madras Road,High,2024-02-24 04:45:02.926558+00:00,Cubbon Park,3.4894092999999997,,4,5,2,1,0,3,0
FKID001911,unplanned,12.8701487,77.6533914,vehicle_breakdown,False,2024-02-24 05:37:59.709000+00:00,closed,Hosur Road,High,2024-02-24 05:42:44.720532+00:00,Electronic City,4.7501922,,5,5,2,1,0,3,0
FKID001912,unplanned,13.0412633,77.6224617,others,False,2024-02-24 06:45:23.254000+00:00,closed,Hennur Main Road,High,2024-02-24 06:46:12.918665+00:00,Hennuru,0.8277444166666666,,6,5,2,1,0,3,0
FKID001913,unplanned,12.9750673,77.5522502,road_conditions,False,2024-02-24 06:26:12.727000+00:00,closed,Magadi Road,High,2024-02-24 06:27:40.501054+00:00,Magadi Road,1.4629009000000002,,6,5,2,1,0,3,0
FKID001914,unplanned,12.9823019,77.6333868,vehicle_breakdown,False,2024-02-24 07:18:48.525000+00:00,closed,Old Madras Road,High,2024-02-24 07:19:59.529849+00:00,Jeevanbheemanagar,1.18341415,,7,5,2,1,0,3,0
FKID001915,unplanned,12.9170192,77.5734491,vehicle_breakdown,False,2024-02-24 04:45:02.304000+00:00,closed,Non-corridor,Low,2024-02-24 04:46:05.516706+00:00,Banashankari,1.0535451,,4,5,2,1,0,1,0
FKID001916,unplanned,12.9581664,77.5541415,vehicle_breakdown,False,2024-02-24 04:53:39.333000+00:00,closed,Mysore Road,High,2024-02-24 04:55:24.127298+00:00,Chamarajpet,1.7465716333333332,,4,5,2,1,0,3,0
FKID001917,unplanned,13.0444469,77.5829371,congestion,False,2024-02-24 05:15:32.869000+00:00,closed,ORR North 2,High,2024-02-24 05:16:07.728477+00:00,Kodigehalli,0.5809912833333333,,5,5,2,1,0,3,0
FKID001918,unplanned,13.0403449,77.5442776,vehicle_breakdown,False,2024-02-24 07:21:07.584000+00:00,closed,ORR North 2,High,2024-02-24 07:22:23.384465+00:00,Jalahalli,1.2633410833333334,,7,5,2,1,0,3,0
FKID001919,unplanned,12.96984981,77.74995681,vehicle_breakdown,False,2024-02-24 09:58:13.524000+00:00,closed,Non-corridor,Low,2024-02-24 10:00:24.649745+00:00,Whitefield,2.185429083333333,,9,5,2,1,0,1,0
FKID001920,unplanned,12.9531858,77.5418331,vehicle_breakdown,False,2024-02-24 08:14:13.211000+00:00,closed,Mysore Road,High,2024-02-24 08:15:31.172153+00:00,Byatarayanapura,1.2993525499999998,,8,5,2,1,0,3,0
FKID001921,unplanned,13.0576167,77.4717417,others,False,2024-02-24 08:26:02.997000+00:00,active,Non-corridor,Low,2024-02-24 08:26:49.382538+00:00,No Police Station,0.7730923,,8,5,2,1,0,1,0
FKID001922,unplanned,12.9610365,77.6383557,vehicle_breakdown,False,2024-02-24 11:26:32.724000+00:00,closed,Old Airport Road,High,2024-02-24 11:34:41.879450+00:00,Halasur,8.152590833333333,,11,5,2,1,0,3,0
FKID001923,unplanned,12.9759083,77.6126967,vehicle_breakdown,False,2024-02-24 04:45:35.631000+00:00,closed,Old Madras Road,High,2024-02-24 04:47:25.998791+00:00,Shivajinagar,1.8394631833333333,,4,5,2,1,0,3,0
FKID001924,unplanned,12.9224,77.6582723,vehicle_breakdown,False,2024-02-24 08:52:18.969000+00:00,closed,ORR East 1,High,2024-02-24 08:53:49.667087+00:00,Bellandur,1.5116347833333335,,8,5,2,1,0,3,0
FKID001925,planned,12.84974901,77.58841351,vip_movement,True,2024-03-17 22:05:46+00:00,closed,Non-corridor,Low,2024-03-16 12:26:22.569349+00:00,Hulimavu,,,22,6,3,1,1,1,1
FKID001926,unplanned,12.8016982,77.7102952,vehicle_breakdown,False,2024-02-24 12:36:34.672000+00:00,closed,Non-corridor,Low,2024-02-24 12:37:56.667856+00:00,No Police Station,1.3665976,,12,5,2,1,0,1,0
FKID001927,unplanned,12.8020944,77.7091929,vehicle_breakdown,False,2024-02-24 12:35:12.564000+00:00,closed,Non-corridor,Low,2024-02-24 12:36:26.424693+00:00,No Police Station,1.23101155,,12,5,2,1,0,1,0
FKID001928,unplanned,12.9528091,77.5374448,vehicle_breakdown,False,2024-02-24 18:51:56.879000+00:00,closed,West of Chord Road,High,2024-02-24 18:53:38.867751+00:00,Byatarayanapura,1.6998125166666667,,18,5,2,1,0,3,0
FKID001929,unplanned,13.1330567,77.695735,accident,False,2024-02-24 19:19:04.077877+00:00,closed,Non-corridor,Low,2024-02-24 19:40:55.239830+00:00,Chikkajala,21.852699216666668,,19,5,2,1,0,1,0
FKID001930,planned,12.969732,77.7005722,construction,False,2024-02-24 21:02:00.625000+00:00,closed,ORR East 2,High,2024-02-24 21:02:49.368419+00:00,HAL Old Airport,0.8123903166666667,,21,5,2,1,1,3,0
FKID001931,unplanned,12.9985422,77.6004573,construction,True,2024-02-24 16:34:45.322000+00:00,closed,Non-corridor,Low,2024-02-24 16:36:57.245648+00:00,R.T. Nagar,2.1987274666666665,,16,5,2,1,0,1,1
FKID001932,unplanned,12.9957499,77.6019535,construction,True,2024-02-24 16:40:51.822000+00:00,closed,Non-corridor,Low,2024-02-24 16:43:42.350244+00:00,R.T. Nagar,2.8421374,,16,5,2,1,0,1,1
FKID001933,unplanned,12.9747652,77.5770774,others,False,2024-02-24 21:20:38.643000+00:00,closed,Non-corridor,Low,2024-02-24 21:21:55.964538+00:00,Upparpet,1.2886923000000001,,21,5,2,1,0,1,0
FKID001934,planned,12.8558344,77.52546483,vip_movement,True,2024-03-17 22:05:46+00:00,closed,Non-corridor,Low,2024-03-16 10:30:00.005365+00:00,No Police Station,,,22,6,3,1,1,1,1
FKID001935,unplanned,12.8642767,77.6578583,accident,False,2024-02-24 20:43:28.684000+00:00,closed,Non-corridor,Low,2024-02-24 20:45:31.099638+00:00,Electronic City,2.0402606333333333,,20,5,2,1,0,1,0
FKID001936,unplanned,12.9769148,77.5892897,vehicle_breakdown,False,2024-02-24 19:08:58.309000+00:00,closed,Non-corridor,Low,2024-02-24 19:10:03.877320+00:00,Cubbon Park,1.0928053333333334,,19,5,2,1,0,1,0
FKID001937,unplanned,12.9125622,77.5673106,others,False,2024-02-25 00:02:34.056000+00:00,closed,ORR West 1,High,2024-02-25 00:03:49.214444+00:00,K.S. Layout,1.2526407333333334,,0,6,2,1,0,3,0
FKID001938,unplanned,13.0347162,77.5340129,vehicle_breakdown,False,2024-02-24 21:31:01.612000+00:00,closed,Tumkur Road,High,2024-02-24 21:32:45.250702+00:00,Yeshwanthpura,1.7273117,,21,5,2,1,0,3,0
FKID001939,unplanned,12.9735163,77.5797975,vehicle_breakdown,False,2024-02-24 21:54:43.585000+00:00,closed,Non-corridor,Low,2024-02-24 21:56:47.004558+00:00,Upparpet,2.056992633333333,,21,5,2,1,0,1,0
FKID001940,unplanned,13.0288936,77.5401833,vehicle_breakdown,False,2024-02-24 23:01:52.728000+00:00,closed,Tumkur Road,High,2024-02-24 23:02:57.160082+00:00,Yeshwanthpura,1.0738680333333332,,23,5,2,1,0,3,0
FKID001941,unplanned,12.9234922,77.61877,vehicle_breakdown,False,2024-02-25 00:45:16.418000+00:00,closed,Hosur Road,High,2024-02-25 00:48:31.028388+00:00,Madiwala,3.2435064666666666,,0,6,2,1,0,3,0
FKID001942,unplanned,12.9560396,77.6211669,others,False,2024-02-25 01:17:34.011000+00:00,closed,Non-corridor,Low,2024-02-25 01:20:10.571624+00:00,Ashok Nagar,2.609343733333333,,1,6,2,1,0,1,0
FKID001943,planned,13.0304134,77.5372098,construction,True,2024-02-25 00:34:02.743000+00:00,closed,Tumkur Road,High,2024-02-25 00:41:36.925439+00:00,Yeshwanthpura,7.569707316666666,,0,6,2,1,1,3,1
FKID001944,unplanned,13.0413786,77.621576,congestion,False,2024-02-25 00:14:15.814000+00:00,closed,Hennur Main Road,High,2024-02-25 00:15:35.590204+00:00,Hennuru,1.3296034,,0,6,2,1,0,3,0
FKID001945,unplanned,12.9671821,77.5944014,vehicle_breakdown,True,2024-02-24 19:29:57.833000+00:00,closed,Mysore Road,High,2024-02-24 19:31:35.133100+00:00,Halasuru Gate,1.6216683333333333,,19,5,2,1,0,3,1
FKID001946,unplanned,13.0773066,77.4310221,vehicle_breakdown,False,2024-02-24 20:10:43.506000+00:00,closed,Non-corridor,Low,2024-02-24 20:11:33.900484+00:00,No Police Station,0.8399080666666666,,20,5,2,1,0,1,0
FKID001947,unplanned,12.9700189,77.587367,vehicle_breakdown,False,2024-02-25 02:12:45.784000+00:00,closed,Mysore Road,High,2024-02-25 02:13:51.958959+00:00,Halasuru Gate,1.1029159833333333,,2,6,2,1,0,3,0
FKID001948,unplanned,12.9700189,77.587367,vehicle_breakdown,False,2024-02-25 02:12:45.784000+00:00,closed,Mysore Road,High,2024-02-25 02:13:52.510427+00:00,Halasuru Gate,1.1121071166666667,,2,6,2,1,0,3,0
FKID001949,unplanned,12.9662158,77.6066903,vehicle_breakdown,False,2024-02-25 03:41:18.177000+00:00,closed,Mysore Road,High,2024-02-25 03:43:55.177697+00:00,Ashok Nagar,2.6166782833333335,,3,6,2,1,0,3,0
FKID001950,unplanned,12.9616217,77.5605746,vehicle_breakdown,False,2024-02-24 23:38:20.278000+00:00,closed,Mysore Road,High,2024-02-24 23:38:59.632354+00:00,Chamarajpet,0.6559059,,23,5,2,1,0,3,0
FKID001951,unplanned,12.8906153,77.598287,vehicle_breakdown,False,2024-02-25 02:16:55.738000+00:00,closed,Bannerghata Road,High,2024-02-25 02:18:20.266869+00:00,Mico Layout,1.4088144833333334,,2,6,2,1,0,3,0
FKID001952,unplanned,13.0755,77.4322525,vehicle_breakdown,False,2024-02-25 02:56:59.838000+00:00,closed,Non-corridor,Low,2024-02-25 02:58:52.865386+00:00,No Police Station,1.8837897666666668,,2,6,2,1,0,1,0
FKID001953,unplanned,12.9672067,77.5942167,vehicle_breakdown,False,2024-02-24 23:39:32.274000+00:00,closed,Mysore Road,High,2024-02-24 23:40:43.119855+00:00,Halasuru Gate,1.18076425,,23,5,2,1,0,3,0
FKID001954,unplanned,12.8387034,77.677288,vehicle_breakdown,True,2024-02-25 03:44:26.145000+00:00,closed,Non-corridor,Low,2024-02-25 03:50:33.764475+00:00,Electronic City,6.1269912500000006,,3,6,2,1,0,1,1
FKID001955,unplanned,12.9895692,77.5929043,vehicle_breakdown,False,2024-02-25 02:22:31.788000+00:00,closed,Non-corridor,Low,2024-02-25 02:24:26.140030+00:00,High ground,1.9058671666666667,,2,6,2,1,0,1,0
FKID001956,unplanned,13.0425383,77.5875,vehicle_breakdown,False,2024-02-25 02:20:05.255000+00:00,closed,Bellary Road 1,High,2024-02-25 02:22:49.037893+00:00,Kodigehalli,2.7297148833333336,,2,6,2,1,0,3,0
FKID001957,unplanned,12.9669716,77.5878694,others,True,2024-02-25 05:38:30.045000+00:00,closed,Mysore Road,High,2024-02-25 05:34:54.835921+00:00,Halasuru Gate,,,5,6,2,1,0,3,1
FKID001958,unplanned,12.9670049,77.5880678,vehicle_breakdown,False,2024-02-25 05:29:33.170000+00:00,closed,Mysore Road,High,2024-02-25 05:30:17.349973+00:00,Halasuru Gate,0.7363328833333332,,5,6,2,1,0,3,0
FKID001959,unplanned,12.9873679,77.5880617,vehicle_breakdown,False,2024-02-25 04:24:10.672000+00:00,closed,Bellary Road 1,High,2024-02-25 04:27:26.659139+00:00,High ground,3.266452316666667,,4,6,2,1,0,3,0
FKID001960,unplanned,13.1405683,77.6175583,vehicle_breakdown,False,2024-02-25 05:30:11.119000+00:00,closed,Bellary Road 2,High,2024-02-25 05:33:12.044211+00:00,Chikkajala,3.015420183333333,,5,6,2,1,0,3,0
FKID001961,unplanned,12.9661525,77.606514,vehicle_breakdown,False,2024-02-25 05:11:12.689000+00:00,closed,Mysore Road,High,2024-02-25 05:15:20.398605+00:00,Ashok Nagar,4.128493416666667,,5,6,2,1,0,3,0
FKID001962,unplanned,13.0429419,77.5510705,vehicle_breakdown,False,2024-02-25 04:37:16.488000+00:00,closed,ORR North 2,High,2024-02-25 04:38:04.942446+00:00,Jalahalli,0.8075741,,4,6,2,1,0,3,0
FKID001963,unplanned,13.042595,77.5500417,vehicle_breakdown,False,2024-02-25 02:28:04.881000+00:00,closed,ORR North 2,High,2024-02-25 02:29:39.092106+00:00,Jalahalli,1.5701851,,2,6,2,1,0,3,0
FKID001964,unplanned,12.9743893,77.578041,vehicle_breakdown,False,2024-02-25 02:32:21.912000+00:00,closed,Non-corridor,Low,2024-02-25 02:33:32.085574+00:00,Upparpet,1.1695595666666667,,2,6,2,1,0,1,0
FKID001965,planned,13.0208989,77.5283508,construction,True,2024-02-25 05:46:50.367000+00:00,closed,Non-corridor,Low,2024-02-25 05:49:44.180427+00:00,Rajajinagar,2.89689045,,5,6,2,1,1,1,1
FKID001966,unplanned,12.9715774,77.58688,vehicle_breakdown,True,2024-02-25 06:07:12.741000+00:00,closed,Non-corridor,Low,2024-02-25 06:03:34.243683+00:00,Halasuru Gate,,,6,6,2,1,0,1,1
FKID001967,unplanned,13.0324115,77.5408009,vehicle_breakdown,False,2024-02-25 06:39:24.154000+00:00,closed,ORR North 2,High,2024-02-25 06:40:16.134319+00:00,Yeshwanthpura,0.86633865,,6,6,2,1,0,3,0
FKID001968,unplanned,12.9698083,77.5870921,vehicle_breakdown,True,2024-02-25 06:12:54.804000+00:00,closed,Mysore Road,High,2024-02-25 06:08:59.460663+00:00,Halasuru Gate,,,6,6,2,1,0,3,1
FKID001969,unplanned,12.9899532,77.5027422,vehicle_breakdown,False,2024-02-25 06:09:46.899000+00:00,closed,Magadi Road,High,2024-02-25 06:11:19.035774+00:00,Kamakshipalya,1.5356129,,6,6,2,1,0,3,0
FKID001970,planned,12.90516945,77.4710541,vip_movement,True,2024-03-17 22:05:46+00:00,closed,Mysore Road,High,2024-03-16 10:05:46.390631+00:00,Kengeri,,,22,6,3,1,1,3,1
FKID001971,unplanned,13.0816411,77.548486,vehicle_breakdown,False,2024-02-25 07:05:46.672000+00:00,closed,Non-corridor,Low,2024-02-25 07:06:48.044745+00:00,Yelahanka,1.0228790833333334,,7,6,2,1,0,1,0
FKID001972,unplanned,12.8806254,77.5963183,pot_holes,False,2023-12-15 22:26:32.913000+00:00,closed,Bannerghata Road,High,2023-12-15 22:27:11.339802+00:00,Hulimavu,0.6404467,,22,4,12,0,0,3,0
FKID001973,unplanned,12.9982874,77.584033,vehicle_breakdown,False,2024-02-25 07:10:04.898000+00:00,closed,Bellary Road 1,High,2024-02-25 07:17:34.465224+00:00,Sadashivanagar,7.492787066666667,,7,6,2,1,0,3,0
FKID001974,unplanned,13.0187546,77.5575815,vehicle_breakdown,False,2024-02-25 07:30:22.215000+00:00,closed,Tumkur Road,High,2024-02-25 07:31:21.947735+00:00,Yeshwanthpura,0.9955455833333333,,7,6,2,1,0,3,0
FKID001975,unplanned,13.0391447,77.5200292,vehicle_breakdown,False,2024-02-25 07:53:58.885000+00:00,closed,Tumkur Road,High,2024-02-25 07:57:05.459606+00:00,Peenya,3.1095767666666663,,7,6,2,1,0,3,0
FKID001976,unplanned,12.8893226,77.5978201,pot_holes,False,2023-12-15 22:17:45.047000+00:00,closed,Bannerghata Road,High,2023-12-15 22:18:05.581392+00:00,Hulimavu,0.34223986666666667,,22,4,12,0,0,3,0
FKID001977,unplanned,13.0065301,77.6875972,vehicle_breakdown,False,2024-02-25 05:25:42.300000+00:00,closed,Non-corridor,Low,2024-02-25 05:29:40.773983+00:00,K.R. Pura,3.9745663833333333,,5,6,2,1,0,1,0
FKID001978,unplanned,12.9899396,77.5027743,vehicle_breakdown,False,2024-02-25 05:17:01.301000+00:00,closed,Magadi Road,High,2024-02-25 05:19:33.930128+00:00,Kamakshipalya,2.5438188,,5,6,2,1,0,3,0
FKID001979,planned,12.88032054,77.49681914,vip_movement,True,2024-03-17 22:05:46+00:00,closed,Non-corridor,Low,2024-03-16 10:19:57.636725+00:00,Thalagattapura,,,22,6,3,1,1,1,1
FKID001980,unplanned,12.9892555,77.5008041,procession,False,2024-02-25 08:25:33.794000+00:00,closed,Magadi Road,High,2024-02-25 08:26:30.532561+00:00,Kamakshipalya,0.9456426833333332,,8,6,2,1,0,3,0
FKID001981,unplanned,13.1824777,77.6396999,vehicle_breakdown,False,2024-02-25 06:02:42.462000+00:00,closed,Bellary Road 2,High,2024-02-25 06:04:47.066806+00:00,Chikkajala,2.0767467666666666,,6,6,2,1,0,3,0
FKID001982,unplanned,12.938803,77.7474107,congestion,False,2024-03-17 22:30:03.913000+00:00,closed,Non-corridor,Low,2024-03-17 22:31:00.448123+00:00,Whitefield,0.94225205,,22,6,3,1,0,1,0
FKID001983,unplanned,12.9832629,77.5970564,vehicle_breakdown,False,2024-02-25 08:58:51.239000+00:00,closed,CBD 2,High,2024-02-25 09:01:30.956477+00:00,Cubbon Park,2.66195795,,8,6,2,1,0,3,0
FKID001984,unplanned,12.8800628,77.5956054,vehicle_breakdown,False,2024-02-25 08:16:17.849000+00:00,closed,Bannerghata Road,High,2024-02-25 08:18:42.871228+00:00,J.P. Nagar,2.4170371333333334,,8,6,2,1,0,3,0
FKID001985,unplanned,12.8800913,77.595619,vehicle_breakdown,False,2024-02-25 08:18:58.967000+00:00,closed,Bannerghata Road,High,2024-02-25 08:20:17.339722+00:00,J.P. Nagar,1.3062120333333334,,8,6,2,1,0,3,0
FKID001986,unplanned,13.0434302,77.6083468,accident,False,2024-02-25 10:36:49.873000+00:00,closed,ORR North 1,High,2024-02-25 10:37:39.046450+00:00,Hebbala,0.8195575,,10,6,2,1,0,3,0
FKID001987,unplanned,13.0460978,77.5652014,vehicle_breakdown,False,2024-02-25 19:26:20.677000+00:00,closed,ORR North 2,High,2024-02-25 19:29:26.563391+00:00,Kodigehalli,3.098106516666667,,19,6,2,1,0,3,0
FKID001988,planned,12.97888794,77.59952643,public_event,False,2024-02-25 02:05:46+00:00,closed,CBD 2,High,2024-02-24 06:19:27.330059+00:00,Cubbon Park,,,2,6,2,1,1,3,0
FKID001989,unplanned,13.0458026,77.5066638,others,False,2024-02-25 20:04:25.959000+00:00,active,Tumkur Road,High,2024-02-25 20:06:25.291068+00:00,Chikkabanavara,1.9888678000000002,,20,6,2,1,0,3,0
FKID001990,unplanned,12.8779683,77.6468617,vehicle_breakdown,False,2024-02-25 20:42:40.588000+00:00,closed,Hosur Road,High,2024-02-25 20:43:33.592655+00:00,Electronic City,0.8834109166666667,,20,6,2,1,0,3,0
FKID001991,unplanned,12.9663203,77.6067507,vehicle_breakdown,False,2024-02-25 20:48:42.700000+00:00,closed,Mysore Road,High,2024-02-25 20:51:15.280147+00:00,Ashok Nagar,2.5430024500000004,,20,6,2,1,0,3,0
FKID001992,unplanned,13.0497262,77.5925855,vehicle_breakdown,False,2024-02-25 21:44:54.507000+00:00,closed,Bellary Road 1,High,2024-02-25 21:46:01.921977+00:00,Kodigehalli,1.1235829499999999,,21,6,2,1,0,3,0
FKID001993,unplanned,12.9455071,77.5280189,vehicle_breakdown,True,2024-02-25 05:56:38.971000+00:00,closed,ORR West 1,High,2024-02-25 05:58:39.924998+00:00,Byatarayanapura,2.015899966666667,,5,6,2,1,0,3,1
FKID001994,unplanned,12.9358567,77.6074868,vehicle_breakdown,False,2024-02-25 07:57:16.889000+00:00,closed,Non-corridor,Low,2024-02-25 07:58:42.958224+00:00,Mico Layout,1.4344870666666667,,7,6,2,1,0,1,0
FKID001995,unplanned,12.9525136,77.5414564,vehicle_breakdown,False,2024-02-25 20:46:40.963000+00:00,closed,Mysore Road,High,2024-02-25 20:47:30.308103+00:00,Byatarayanapura,0.8224183833333334,,20,6,2,1,0,3,0
FKID001996,unplanned,13.038477,77.6254178,vehicle_breakdown,False,2024-02-25 20:50:52.199000+00:00,closed,Hennur Main Road,High,2024-02-25 20:53:14.914652+00:00,K.G. Halli,2.3785942,,20,6,2,1,0,3,0
FKID001997,unplanned,12.8778777,77.6459877,vehicle_breakdown,False,2024-02-25 20:36:43.229000+00:00,closed,Hosur Road,High,2024-02-25 20:41:53.932771+00:00,Hulimavu,5.178396183333334,,20,6,2,1,0,3,0
FKID001998,unplanned,12.959984,77.5719862,accident,False,2024-02-26 01:09:42.759600+00:00,closed,Non-corridor,Low,2024-02-26 01:24:23.357236+00:00,V.V.Puram (C.Pet),14.676627266666666,,1,0,2,0,0,1,0
FKID001999,unplanned,13.0065695,77.5785283,vehicle_breakdown,False,2024-02-26 00:38:38.926000+00:00,closed,Non-corridor,Low,2024-02-26 00:40:04.529563+00:00,Sadashivanagar,1.4267260499999999,,0,0,2,0,0,1,0
FKID002000,unplanned,12.9387798,77.7473658,congestion,False,2024-02-25 22:39:56.087000+00:00,closed,Non-corridor,Low,2024-02-25 22:40:38.832493+00:00,Whitefield,0.7124248833333334,,22,6,2,1,0,1,0
FKID002001,unplanned,13.0126147,77.6258667,vehicle_breakdown,False,2024-02-25 23:00:56.949000+00:00,closed,Airport New South Road,High,2024-02-25 23:03:26.192668+00:00,Banaswadi,2.4873944666666667,,23,6,2,1,0,3,0
FKID002002,unplanned,12.9900947,77.5035716,others,False,2024-02-26 00:41:46.367000+00:00,closed,Magadi Road,High,2024-02-26 00:42:49.176356+00:00,Kamakshipalya,1.0468226,,0,0,2,0,0,3,0
FKID002003,unplanned,13.0359683,77.5892831,others,False,2024-02-26 02:47:44.712000+00:00,active,Bellary Road 1,High,2024-02-26 02:48:17.385628+00:00,Hebbala,0.5445604666666667,,2,0,2,0,0,3,0
FKID002004,unplanned,13.0359622,77.5892993,others,False,2024-02-26 02:48:27.606000+00:00,active,Bellary Road 1,High,2024-02-26 02:49:20.814491+00:00,Hebbala,0.8868081833333333,,2,0,2,0,0,3,0
FKID002005,unplanned,13.03203291,77.53807068,protest,False,2024-02-26 00:59:44.929000+00:00,closed,Tumkur Road,High,2024-02-26 01:00:31.883642+00:00,Yeshwanthpura,0.7825773666666667,,0,0,2,0,0,3,0
FKID002006,unplanned,13.0103336,77.697394,water_logging,False,2024-02-26 01:29:49.312000+00:00,closed,Non-corridor,Low,2024-02-26 01:31:22.604847+00:00,K.R. Pura,1.5548807833333333,,1,0,2,0,0,1,0
FKID002007,unplanned,13.0683114,77.5927336,vehicle_breakdown,False,2024-02-26 02:26:07.930000+00:00,closed,Bellary Road 2,High,2024-02-26 02:28:35.699826+00:00,Kodigehalli,2.462830433333333,,2,0,2,0,0,3,0
FKID002008,planned,12.90407078,77.47050641,vip_movement,True,2024-03-17 22:05:46+00:00,closed,Mysore Road,High,2024-03-16 10:11:12.225849+00:00,Kengeri,,,22,6,3,1,1,3,1
FKID002009,unplanned,13.012515,77.55441,road_conditions,False,2024-02-26 05:18:57.217000+00:00,closed,West of Chord Road,High,2024-02-26 05:20:43.673983+00:00,Malleshwaram,1.77428305,,5,0,2,0,0,3,0
FKID002010,unplanned,13.0961315,77.5982632,vehicle_breakdown,False,2024-02-26 04:28:26.044000+00:00,closed,Bellary Road 2,High,2024-02-26 04:30:05.733805+00:00,Yelahanka,1.6614967500000002,,4,0,2,0,0,3,0
FKID002011,unplanned,12.9067999,77.4733536,vehicle_breakdown,False,2024-02-26 03:29:55.097000+00:00,closed,Mysore Road,High,2024-02-26 03:32:51.773542+00:00,Kengeri,2.9446090333333337,,3,0,2,0,0,3,0
FKID002012,unplanned,12.9209377,77.6646998,vehicle_breakdown,False,2024-02-26 07:33:44.919000+00:00,closed,ORR East 1,High,2024-02-26 07:35:16.646069+00:00,Bellandur,1.5287844833333333,,7,0,2,0,0,3,0
FKID002013,unplanned,13.0394949,77.5188449,vehicle_breakdown,False,2024-02-26 03:58:29.028000+00:00,closed,Tumkur Road,High,2024-02-26 04:01:58.395544+00:00,Peenya,3.489459066666667,,3,0,2,0,0,3,0
FKID002014,unplanned,12.9659918,77.6172264,vehicle_breakdown,False,2024-02-26 06:17:58.188000+00:00,closed,Non-corridor,Low,2024-02-26 06:18:34.600770+00:00,Halasur,0.6068795,,6,0,2,0,0,1,0
FKID002015,planned,12.90123929,77.46726094,vip_movement,True,2024-03-17 22:05:46+00:00,closed,Mysore Road,High,2024-03-16 10:04:11.341283+00:00,Kengeri,,,22,6,3,1,1,3,1
FKID002016,unplanned,13.0034417,77.5840917,vehicle_breakdown,False,2024-02-26 06:26:09.562000+00:00,closed,Bellary Road 1,High,2024-02-26 06:27:43.053543+00:00,Sadashivanagar,1.5581923833333333,,6,0,2,0,0,3,0
FKID002017,planned,12.98875447,77.47251828,vip_movement,True,2024-03-17 22:05:46+00:00,closed,Non-corridor,Low,2024-03-16 10:01:49.266833+00:00,Kamakshipalya,,,22,6,3,1,1,1,1
FKID002018,planned,12.98773709,77.55986202,construction,True,2023-11-28 12:05:46+00:00,closed,Non-corridor,Low,2023-11-28 05:58:21.056719+00:00,Rajajinagar,,,12,1,11,0,1,1,1
FKID002019,unplanned,12.9277653,77.6205373,pot_holes,False,2024-02-26 19:25:40.813000+00:00,active,IRR(Thanisandra road),High,2024-02-26 19:26:26.000238+00:00,Adugodi,0.7531206333333333,,19,0,2,0,0,3,0
FKID002020,unplanned,12.99965,77.67486,vehicle_breakdown,False,2024-02-26 20:01:23.017000+00:00,closed,ORR East 2,High,2024-02-26 20:01:59.856903+00:00,Banaswadi,0.6139983833333333,,20,0,2,0,0,3,0
FKID002021,unplanned,12.983448,77.7527716,others,False,2024-02-26 18:58:14.622000+00:00,active,Non-corridor,Low,2024-02-26 19:01:18.687252+00:00,Whitefield,3.0677542,,18,0,2,0,0,1,0
FKID002022,unplanned,13.04013,77.5187098,vehicle_breakdown,False,2024-03-17 23:09:56.622000+00:00,closed,Tumkur Road,High,2024-03-17 23:10:56.946938+00:00,Peenya,1.0054156333333333,,23,6,3,1,0,3,0
FKID002023,unplanned,12.9701113,77.5128313,vehicle_breakdown,False,2024-02-26 20:37:54.679000+00:00,closed,Non-corridor,Low,2024-02-26 20:39:15.068570+00:00,Jnanabharathi,1.3398261666666669,,20,0,2,0,0,1,0
FKID002024,unplanned,13.0079479,77.6923977,tree_fall,False,2024-02-26 19:54:35.985000+00:00,closed,Non-corridor,Low,2024-02-26 19:55:37.539184+00:00,K.R. Pura,1.0259030666666666,,19,0,2,0,0,1,0
